subjid,hemisphere,layer,pain_high_cogn_high_pain,pain_high_cogn_low_pain,pain_low_cogn_high_pain,pain_low_cogn_low_pain
7408,1,9,74.7777463397256,73.5977142453029,82.8173425277093,74.5372638142049
7408,1,10,72.5822744837349,70.6546031306507,79.8528068170522,70.3712355457047
7408,1,11,70.2337953759625,67.5750347677186,76.472164088612,66.6874213440566
7408,1,12,67.3725416071759,64.173823915897,72.7450644196897,63.4303486910635
7408,1,13,63.4104813169282,60.1508755556959,67.9785747095064,60.045315490456
7408,1,14,58.4743700585027,55.1852381853709,62.1308107454885,55.915755826163
7408,1,15,53.8964158421844,51.1382622046945,56.5854810018026,51.7784345988365
7408,1,16,49.6939055681807,48.027057053979,51.5804681970693,47.7999515415894
7408,1,17,46.9138747019597,46.2017014956376,48.1431939549518,44.7948216216356
7408,1,18,45.3357119963734,45.5113113124614,46.0681434435427,42.7297454007788
7408,1,19,44.131618461877,44.8191817325246,44.9430890004147,41.2836564045465
7408,1,20,43.4487836556431,44.2201550048507,44.7580437278478,40.3043416041921
7414,1,1,102.593862955128,98.9599853209633,86.955981916938,85.2756663016679
7414,1,2,112.357777382496,105.049305175127,92.607831449603,87.3865011791444
7414,1,3,113.95753362759,105.742698991322,92.7834852918492,85.9355733250158
7414,1,4,108.658019235055,101.15534913907,89.2273752237454,83.2712116727518
7414,1,5,100.74265719739,95.3853394973981,84.785927104314,81.5040100383428
7414,1,6,93.3115349540639,90.0407323347023,81.1884317638554,81.5256349759937
7414,1,7,86.7949530024255,85.3624007249808,78.1008979430021,81.8892920937882
7414,1,8,80.9805975767365,80.6816176437981,74.6600073905632,81.1634277302494
7414,1,9,76.4318872287192,76.3790115626136,70.981412618832,78.5162041228839
7414,1,10,73.5906691473302,73.0332450047356,68.3140616659064,75.7262096585053
7414,1,11,70.9635719301456,69.7050946223112,65.7012589893968,72.4113336963679
7414,1,12,68.0884466926678,66.3710913576511,63.0218356438015,68.480315166434
7414,1,13,64.221981824768,62.5979569313547,59.834165655718,63.375103211982
7414,1,14,59.3403621685333,58.1501196081062,55.5583378436387,57.0927366641881
7414,1,15,55.022579890887,54.0466246197519,51.2043464016444,51.6419874851631
7414,1,16,51.352981523553,50.1930549800374,47.1414090279703,47.23857113487
7414,1,17,49.231650836242,47.3936709612121,44.2572904587339,44.3097100476773
7414,1,18,48.325890824914,45.8539170225891,42.4142231258816,42.5760317218784
7414,1,19,47.7185785699973,44.8823844686037,41.0978957560139,41.3630273734479
7414,1,20,47.5051049092044,44.5115960778542,40.2235665454158,40.6364013941341
7415,1,1,95.2022747429125,90.2806383613421,96.9570924532046,92.7382413719668
7415,1,2,101.927694445982,96.0920525678749,103.238840969106,97.7603006927165
7415,1,3,103.759102071711,96.4824425303564,103.759978673785,96.3630223300579
7415,1,4,99.6272791783209,93.1612234858226,100.704942099302,91.6900271377654
7415,1,5,93.1736780191758,88.8548514646004,96.6620926540663,87.0267801330506
7415,1,6,86.9912699063794,85.1725211496482,92.9587905728313,83.930561724158
7415,1,7,81.7091149443065,81.6973850800311,89.2308114030187,81.5188745568903
7415,1,8,76.7571024573476,78.1963179246795,84.9448185430389,78.406378126841
7415,1,9,72.1885681309942,74.8285314445962,80.3369044586431,74.9904860469544
7415,1,10,68.8443817557038,72.2553998655389,76.9150293914075,72.3390349111434
7415,1,11,65.9719167235721,69.2603313370143,73.5534504186285,69.6883994211924
7415,1,12,63.1126415012713,65.902276025094,69.9084790206531,66.7605940489022
7415,1,13,60.0476489609957,61.7390191414177,65.3512281058887,62.6738752613871
7415,1,14,56.463748253082,56.7690274670377,59.637263861926,57.0285163868559
7415,1,15,52.7780275559332,52.6838778089672,54.3183416300822,51.6765328251676
7415,1,16,49.0320132964731,49.2757786074055,49.6288436603926,47.16442590007
7415,1,17,46.3468442128535,47.0856346462705,46.3541463050552,44.120035245304
7415,1,18,44.7628777431452,45.948223019244,44.3175823716142,42.2562711123153
7415,1,19,43.5393451682719,45.0436285767805,42.8661543326322,41.1269543811363
7415,1,20,43.0952126223122,44.2394420800054,42.1556231685399,40.5805526556513
7425,1,1,98.499997254349,88.0653416766748,94.7024426912826,91.3824306755748
7425,1,2,105.840202807485,93.3678709909114,99.1088599174646,97.7292040898098
7425,1,3,104.910165032396,94.5683758544657,98.8765394680482,99.1337424407366
7425,1,4,98.1735735038452,91.9506755967335,96.4142875307858,96.6215342940697
7425,1,5,90.3184004526681,88.3285805612977,93.5737914033325,93.0589758583771
7425,1,6,84.0792983429773,84.9342163539001,90.9044915413547,89.9213902936925
7425,1,7,79.2347898659636,81.6730684705582,87.8067827168206,86.6328310986325
7425,1,8,74.857817018273,78.419192611137,83.6387904660628,82.2157426885803
7425,1,9,70.6219427194982,75.1298398651992,79.173251869961,77.6329808859254
7425,1,10,67.5287343403165,72.5279729243348,75.8898195385332,74.0294754271343
7425,1,11,64.8085494048757,69.4906038944095,72.596025730297,70.6825297757386
7425,1,12,61.788832339117,66.4037019537227,68.8941346036716,67.6576718329325
7425,1,13,58.2678034161881,62.819759726,64.2838892973628,63.8886149342317
7425,1,14,54.1334733705428,58.3298809907114,58.4935630636427,58.767655105711
7425,1,15,50.0204370801672,54.4455366728326,53.2341515183789,53.8493326969434
7425,1,16,45.9320373603161,51.017290911489,48.8385134715905,49.545277927839
